web_scraper_order,web_scraper_start_url,site_link,type_chaussures,prix,adresse,image_lien
"1771114271-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2601784","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114274-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2606174","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114276-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2612829","Chaussures enfant","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114278-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621830","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771114281-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621836","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771114283-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621842","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771114286-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2621850","Chaussures garçons","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771114288-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2621852","Chaussures garçon","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771114290-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2621862","Chaussures enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114293-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2623386","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114295-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2629141","Chaussures enfant","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114297-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2642974","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114300-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2646040","Chaussures enfants","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771114302-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2655658","Chaussures enfant","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114304-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658953","Chaussures enfant","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
