web_scraper_order,web_scraper_start_url,map_link,type_habits,prix,adresse,image_lien
"1771112401-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3662746","Ensemble enfants","7 500 CFA","Dakar, Sénégal",""
"1771112404-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3704614","Robes enfants","12 000 CFA","HLM, Dakar, Sénégal",""
"1771112406-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3704629","Robes enfants","12 000 CFA","HLM, Dakar, Sénégal",""
"1771112409-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3707988","Ensemble enfants","2 500 CFA","Dakar, Sénégal",""
"1771112411-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/pulls-enfants-3671743","Pulls enfants","6 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1771112413-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robes-de-fete-3672032","Robes de fête","Prix sur demande","Hann Bel-Air, Dakar, Sénégal",""
"1771112416-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3672756","Vêtements enfants","15 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112418-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-3712737","Caleçon enfant","2 000 CFA","Colobane, Dakar, Sénégal",""
"1771112420-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3673211","Pantalon enfant","6 000 CFA","Dakar, Sénégal",""
"1771112423-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3673206","Pantalon enfant","6 000 CFA","Dakar, Sénégal",""
"1771112425-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3673203","Pantalon enfant","6 000 CFA","Dakar, Sénégal",""
"1771112427-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3673212","Pantalon enfant","6 000 CFA","Dakar, Sénégal",""
"1771112430-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3673213","Pantalon enfant","6 000 CFA","Dakar, Sénégal",""
"1771112432-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3729345","Vêtements bébé","6 000 CFA","Keur Massar, Sénégal",""
"1771112435-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-3729543","Vêtement enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112437-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3733511","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112439-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-magnum-gold-enfant-3737294","Boubou Magnum Gold enfant","15 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112442-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-femme-3737301","Ensemble femme","13 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112444-139","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-jupe-taille-basse-3737365","Ensemble jupe + taille basse","13 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112447-140","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/habits-bebe-3696811","Habits bébé","5 000 CFA","HLM, Dakar, Sénégal",""
"1771112449-141","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-3696815","Grenouillère","4 000 CFA","HLM, Dakar, Sénégal",""
"1771112451-142","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-enfants-0-a-5ans-3748323","Boubou enfants  0 à 5ans","8 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112454-143","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-tabaski-fil-a-fil-getzner-3748327","Boubou tabaski fil a fil Getzner","8 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112456-144","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-broderie-enfant-3752161","Robe broderie enfant","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771112459-145","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3752164","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771112461-146","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3752169","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771112463-147","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-elhadji-enfant-3754830","Chemise Elhadji enfant","Prix sur demande","Dakar, Sénégal",""
"1771112466-148","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3715720","Ensemble enfants","3 500 CFA","Dakar, Sénégal",""
"1771112468-149","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-bebe-3715721","Sous vêtements bébé","1 500 CFA","Dakar, Sénégal",""
"1771112471-150","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3758410","Robes enfants","15 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771112473-151","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3718353","Vêtements enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112475-152","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3761389","Robe enfant","Prix sur demande","Keur Massar, Sénégal",""
"1771112478-153","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3761395","Robe enfant","Prix sur demande","Keur Massar, Sénégal",""
"1771112480-154","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3768713","Vêtements bébé","6 000 CFA","HLM, Dakar, Sénégal",""
"1771112483-155","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-peignoir-pour-enfants-3735826","Ensemble peignoir pour enfants","10 000 CFA","Dakar, Sénégal",""
"1771112488-156","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/peignoirs-enfants-3781038","Peignoirs enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771112514-157","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3786149","Vêtement enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112516-158","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3768719","Ensemble bébé","4 000 CFA","HLM, Dakar, Sénégal",""
"1771112519-159","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3753641","Robes enfant","12 000 CFA","Dakar, Sénégal",""
"1771112524-160","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3753646","Vêtement enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112526-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754882","Robe enfant","8 000 CFA","Dakar, Sénégal",""
"1771112528-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754884","Robe enfant","8 000 CFA","Dakar, Sénégal",""
"1771112531-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754885","Robe enfant","7 000 CFA","Dakar, Sénégal",""
