web_scraper_order,web_scraper_start_url,container_link,type_habits,prix,adresse,image_lien
"1771106122-286","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5360049","Jeans homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
"1771106124-287","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/dialabeh-homme-5377282","Dialabeh homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377282_uploaded_image1_1750088802.jpg"
"1771106127-288","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5368256","T-shirt","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771106129-289","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/short-5386893","Short","3 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771106131-290","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5386899","Jeans homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
"1771106134-291","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5360719","Ensemble short","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771106136-292","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5360732","T-shirts","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771106139-293","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5360742","T-shirts","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771106141-294","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/short-en-jeans-5387071","Short en jeans","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5549017_uploaded_image1_1759172693.jpg"
"1771106143-295","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/polo-5387074","Polo","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771106146-296","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-5364547","Pantalon homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379655_uploaded_image1_1750203441.jpg"
"1771106148-297","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/polo-en-coton-5361125","Polo en coton","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771106151-298","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5387379","Ensemble short","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771106153-299","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5387381","Pantalon bas large","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674256_uploaded_image1_1765840156.jpg"
"1771106155-300","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-homme-5362186","Jalaba homme","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5362186_uploaded_image1_1749145293.jpg"
"1771106158-301","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacoste-kaki-5379656","Ensemble lacoste+ kaki","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5669734_uploaded_image1_1765555257.jpg"
"1771106160-302","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5379655","Pantalon kaki","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758901_uploaded_image1_1770244788.jpg"
"1771106163-303","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5366447","Caleçons","1 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657705_uploaded_image1_1764949059.jpg"
"1771106165-304","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5380938","Ensemble short","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771106168-305","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5380940","Pantalon bas large","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674256_uploaded_image1_1765840156.jpg"
"1771106170-306","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/polo-en-coton-5405576","Polo en coton","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771106173-307","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/boubou-homme-traditionnel-5414801","Boubou homme traditionnel","35 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5414801_uploaded_image1_1752066925.jpg"
"1771106175-308","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/chemise-africaine-5421027","Chemise africaine","11 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5421027_uploaded_image1_1752406068.jpg"
"1771106179-309","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5374429","Djialabé","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648803_uploaded_image1_1764526181.jpg"
"1771106181-310","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/djialab-homme-5374415","Djialab  Homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374420_uploaded_image1_1749913604.jpg"
"1771106184-311","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/djialab-homme-5374420","Djialab Homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374420_uploaded_image1_1749913604.jpg"
"1771106186-312","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/bonet-5374410","Bonet","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374410_uploaded_image1_1749913289.jpg"
"1771106188-313","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/sorts-cotton-djiene-5374538","Sorts cotton djiene","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374540_uploaded_image1_1749919718.jpg"
"1771106191-314","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/sorts-coton-djiene-5374540","Sorts coton djiene","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374540_uploaded_image1_1749919718.jpg"
"1771106193-315","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/shorts-coton-5374534","Shorts coton","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374534_uploaded_image1_1749919474.jpg"
"1771106196-316","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/tshirt-coton-5374565","Tshirt coton","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5374565_uploaded_image1_1749920402.jpg"
"1771106198-317","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421924","Ensemble homme","150 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1771106200-318","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421925","Ensemble homme","150 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1771106203-319","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421926","Ensemble homme","150 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1771106205-320","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5422133","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771106208-321","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5422157","Pantalon jean","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422157_uploaded_image1_1752480645.jpg"
"1771106210-322","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5422160","Pantalon Kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1771106212-323","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-homme-5422821","Sous-vêtements homme","4 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036356_uploaded_image1_1672943814.jpg"
"1771106215-324","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/chemise-pour-homme-5389835","Chemise pour homme","12 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729575_uploaded_image1_1768855922.jpg"
"1771106217-325","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5435162","Ensemble homme","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739042_uploaded_image1_1769255793.jpg"
"1771106220-326","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/polo-5435168","Polo","6 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771106222-327","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/polo-5435176","Polo","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771106225-328","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5438593","Pantalon Kaki","5 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5438593_uploaded_image1_1753346732.jpg"
"1771106227-329","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kakis-et-chemise-5438939","Pantalon kakis et chemise","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5438939_uploaded_image1_1753357818.jpg"
"1771106230-330","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-5439394","Tee-shirts","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5463022_uploaded_image1_1754517200.jpg"
"1771106235-331","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5446085","Chaussures homme","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5446085_uploaded_image1_1753712713.jpg"
"1771106237-332","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pour-homme-5402965","Ensemble  pour homme","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5751940_uploaded_image1_1769895725.jpg"
"1771106240-333","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5450673","Vêtement  homme","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1771106242-334","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pull-adidas-5454584","Pull Adidas","9 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5454584_uploaded_image1_1754095564.jpg"
"1771106245-335","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-jules-5454591","Polo Jules","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5454591_uploaded_image1_1754095820.jpg"
"1771106247-336","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/para-pluie-5409455","Para pluie","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5409455_uploaded_image1_1751803857.jpg"
"1771106249-337","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-la-pluie-5409451","Vêtements pour la pluie","3 000 CFA","Colobane, Dakar, Sénégal",""
"1771106252-338","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-pour-la-pluie-5409459","Emsemble pour la pluie","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5409459_uploaded_image1_1751803940.jpg"
"1771106254-339","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-et-casquette-5460350","T-shirt Et casquette","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5460350_uploaded_image1_1754398524.jpg"
"1771106257-340","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-lin-homme-5460351","Chemise Lin homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5460353_uploaded_image1_1754398640.jpg"
"1771106259-341","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-lin-homme-5460353","Chemise Lin homme","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5460353_uploaded_image1_1754398640.jpg"
"1771106262-342","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirt-en-coton-pour-homme-5463022","Tee-shirt en coton pour homme","4 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5463022_uploaded_image1_1754517200.jpg"
"1771106264-343","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5471098","Chemises homme","25 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5471098_uploaded_image1_1754942626.jpg"
"1771106267-344","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jean-oversized-5473114","Jean Oversized","8 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473114_uploaded_image1_1755058671.jpg"
"1771106269-345","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5473116","Short homme","4 500 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473116_uploaded_image1_1755058803.jpg"
"1771106271-346","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/veste-pour-homme-5478474","veste pour homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5478474_uploaded_image1_1755362528.jpg"
"1771106274-347","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-manche-courte-5478947","T-shirt manche courte","5 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5478947_uploaded_image1_1755391084.jpg"
"1771106276-348","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-costume-africain-homme-5478956","Ensemble costume africain homme","30 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5478956_uploaded_image1_1755391742.jpg"
"1771106279-349","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5479472","T-shirt","2 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5479472_uploaded_image1_1755439676.jpg"
"1771106281-350","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5482978","Vêtements pour hommes","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771106284-351","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5486782","Costume africain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560169_uploaded_image1_1759703026.jpg"
"1771106316-352","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lein-5487168","Ensemble lein","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5487168_uploaded_image1_1755817625.jpg"
"1771106319-353","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5490127","Chemises homme","11 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5490127_uploaded_image1_1755972461.jpg"
"1771106321-354","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tenues-africaines-5492072","Tenues africaines","15 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5492072_uploaded_image1_1756125069.jpg"
"1771106324-355","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemises-kaki-5494282","Ensemble chemises Kaki","11 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5494282_uploaded_image1_1756235854.jpg"
"1771106719-356","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5495619","Chemise","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5495619_uploaded_image1_1756301588.jpg"
"1771106736-357","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5497701","Chaussures homme","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5497701_uploaded_image1_1756418704.jpg"
"1771106738-358","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-5498127","Pantalon cargo","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498127_uploaded_image1_1756460300.jpg"
"1771106741-359","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blousons-5503561","Ensemble blousons","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671485_uploaded_image1_1765666732.jpg"
"1771106743-360","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5504240","Costume africaine","40 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504240_uploaded_image1_1756801063.jpg"
"1771106746-361","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/dialabe-5504244","Dialabé","8 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504244_uploaded_image1_1756801260.jpg"
"1771106749-362","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505719","Vêtements pour hommes","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771106751-363","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505726","Vêtements pour hommes","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771106754-364","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505734","Vêtements pour hommes","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771106756-365","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505740","Vêtements pour hommes","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771106759-366","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-col-mao-5507616","Costume Col Mao","40 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5507616_uploaded_image1_1756942821.jpg"
"1771106761-367","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510423","Short homme","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5747974_uploaded_image1_1769689415.jpg"
"1771106764-368","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510429","Short homme","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5747974_uploaded_image1_1769689415.jpg"
"1771106766-369","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510433","Short homme","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5747974_uploaded_image1_1769689415.jpg"
"1771106769-370","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/shorts-hommes-5510436","Shorts hommes","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5747974_uploaded_image1_1769689415.jpg"
"1771106771-371","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5513618","Chemises homme","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5513618_uploaded_image1_1757271994.jpg"
"1771106774-372","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-5513990","Pantalons","8 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758901_uploaded_image1_1770244788.jpg"
"1771106776-373","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/nusamel-sport-5468839","Nusamel sport","12 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5468839_uploaded_image1_1754832244.jpg"
"1771106779-374","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5516951","Chemises homme","13 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5516951_uploaded_image1_1757433769.jpg"
"1771106782-375","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5525142","Costume africain","45 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528446_uploaded_image1_1758031889.jpg"
"1771106785-376","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polos-homme-5525292","Polos homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525292_uploaded_image1_1757874532.jpg"
"1771106787-377","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-homme-5525299","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1771106790-378","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5527580","Vêtements homme","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771106792-379","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5528446","Costume africaine","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528446_uploaded_image1_1758031889.jpg"
"1771106794-380","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5528639","Chemises homme","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528639_uploaded_image1_1758039595.jpg"
"1771106797-381","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jalabe-royale-5530302","Jalabe  royale","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5530302_uploaded_image1_1758114976.jpg"
"1771106799-382","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5530347","Polo","5 500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5530347_uploaded_image1_1758116944.jpg"
"1771106802-383","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jallabe-homme-5481158","Jallabe homme","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5481158_uploaded_image1_1755533660.jpg"
"1771106804-384","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-africaine-5539551","Chemise africaine","13 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5539551_uploaded_image2_1758628464.jpeg"
